id,Timestamp,Category,Money,Description,Details
927025540,2022-10-29T11:36:09.136220+00:00,fees,-199,Market fees selling Electronics research,{}
927025539,2022-10-29T11:36:09.133650+00:00,market,6624,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 18, ""quality"": 0, ""price"": ""$368.00"", ""buyer"": ""Toddy S.A"", ""profit"": 1937}"
927001615,2022-10-29T11:11:16.662955+00:00,market,25977,Chemicals market order filled,"{""resource"": ""Chemicals"", ""amount"": 1804, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""WinterTech Aerospace"", ""profit"": 593}"
927001116,2022-10-29T11:10:49.058999+00:00,market,10310,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 716, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""B I W I"", ""profit"": ""$235"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
927000137,2022-10-29T11:09:45.841094+00:00,market,2880,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 200, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""Xinxin"", ""profit"": ""$65"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
926999144,2022-10-29T11:08:49.765971+00:00,market,10080,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 700, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""B I W I"", ""profit"": ""$230"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
926998898,2022-10-29T11:08:34.250048+00:00,fees,-10800,Market fees selling Chemicals,"{""remaining_fees"": ""$0""}"
926998897,2022-10-29T11:08:34.234177+00:00,market,310752,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 21580, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""GraceTex"", ""profit"": ""$-3696"", ""fees"": ""$10800"", ""remaining_fees"": ""$0""}"
926997616,2022-10-29T11:07:26.209621+00:00,fees,-2363,Market fees selling Water,{}
926997615,2022-10-29T11:07:26.203268+00:00,market,78750,Water market order filled,"{""resource"": ""Water"", ""amount"": 250000, ""quality"": 1, ""price"": ""$0.32"", ""buyer"": ""Freedom life"", ""profit"": 11372}"
926994130,2022-10-29T11:04:05.710992+00:00,fees,-11016,Market fees selling Quadcopter,{}
926994129,2022-10-29T11:04:05.708865+00:00,market,367200,Quadcopter market order filled,"{""resource"": ""Quadcopter"", ""amount"": 459, ""quality"": 0, ""price"": ""$800.00"", ""buyer"": ""Andpi organization"", ""profit"": 65757}"
926992647,2022-10-29T11:02:29.997155+00:00,fees,-3267,Market fees selling Processors,"{""remaining_fees"": ""$0""}"
926992646,2022-10-29T11:02:29.990341+00:00,market,27750,Processors market order partially filled,"{""resource"": ""Processors"", ""amount"": 250, ""quality"": 0, ""price"": ""$111.00"", ""buyer"": ""PT. Dioptima Motorindo Maxxima"", ""profit"": ""$4384"", ""fees"": ""$3267"", ""remaining_fees"": ""$0""}"
926989070,2022-10-29T10:58:32.301397+00:00,fees,-3750,Market fees selling Golden bars,{}
926989069,2022-10-29T10:58:32.289557+00:00,market,125000,Golden bars market order filled,"{""resource"": ""Golden bars"", ""amount"": 20, ""quality"": 2, ""price"": ""$6250.00"", ""buyer"": ""Rashford"", ""profit"": 35668}"
926987815,2022-10-29T10:57:03.630863+00:00,fees,-3735,Market fees selling Batteries,{}
926987814,2022-10-29T10:57:03.627839+00:00,market,124500,Batteries market order filled,"{""resource"": ""Batteries"", ""amount"": 1500, ""quality"": 1, ""price"": ""$83.00"", ""buyer"": ""Silver dsrI"", ""profit"": 11541}"
926986679,2022-10-29T10:55:43.555814+00:00,production,-26814,Production of Silicon,"{""amount"": 9547, ""price"": ""$5.72"", ""quality"": 2}"
926985563,2022-10-29T10:54:20.172820+00:00,market,-808,Bought Transport on market,"{""amount"": 2348, ""price"": ""$0.34"", ""seller(s)"": ""XuanLing""}"
926984982,2022-10-29T10:53:41.412086+00:00,market,-1349,Bought Transport on market,"{""amount"": 3919, ""price"": ""$0.34"", ""seller(s)"": ""XuanLing""}"
926981560,2022-10-29T10:50:02.568579+00:00,bonds,-125000,Investment in bonds,"{""amount"": 25, ""bond issuer"": ""KANLIS"", ""interest"": ""0.6%"", ""restructure on default"": ""24%""}"
926980505,2022-10-29T10:48:54.336118+00:00,bonds,-250000,Investment in bonds,"{""amount"": 50, ""bond issuer"": ""UTOPIA MINDS"", ""interest"": ""0.5%"", ""restructure on default"": ""44%""}"
926979919,2022-10-29T10:48:14.066126+00:00,production,-44,Production of Golden bars,"{""amount"": 3, ""price"": ""$4259.29"", ""quality"": 2}"
926979572,2022-10-29T10:47:51.109949+00:00,production,-38112,Production of High grade e-comps,"{""amount"": 176, ""price"": ""$548.95"", ""quality"": 2}"
926858404,2022-10-29T08:29:34.177160+00:00,contract,156000,Plastic contract signed by Gokul Dham,"{""quantity"": 15000, ""quality"": 1, ""price"": ""$10.400"", ""profit"": ""$19608.94""}"
926657839,2022-10-29T04:52:24.469333+00:00,fees,-601,Market fees selling High grade e-comps,{}
926657838,2022-10-29T04:52:24.466648+00:00,market,20020,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 22, ""quality"": 2, ""price"": ""$910.00"", ""buyer"": ""Dolderman"", ""profit"": 7345}"
926637568,2022-10-29T04:22:06.006493+00:00,fees,-400,Market fees selling Electronics research,{}
926637567,2022-10-29T04:22:06.004558+00:00,market,13320,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 37, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Corp S.A"", ""profit"": 3695}"
926629780,2022-10-29T04:10:35.059602+00:00,production,-22559,Production of Silicon,"{""amount"": 8032, ""price"": ""$5.72"", ""quality"": 2}"
926629707,2022-10-29T04:10:27.716721+00:00,market,-130620,Bought Sand on market,"{""amount"": 108850, ""price"": ""$1.20"", ""seller(s)"": ""Rebel incorporated""}"
926628653,2022-10-29T04:08:57.934631+00:00,production,-116,Production of Golden bars,"{""amount"": 8, ""price"": ""$4290.05"", ""quality"": 2}"
926585830,2022-10-29T03:32:22.771273+00:00,taxes,-6569,Accounting overhead,"{""Cash"": ""$398,653"", ""Investment in bonds"": ""$3,915,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$6,569""}"
926574330,2022-10-29T03:20:49.404146+00:00,bond defaults,15000,Restructured 20% bond call,"{""issuer (in bankruptcy)"": ""Curry King"", ""buyer"": ""Erbium Dragon"", ""amount"": 15, ""interest"": 0.5, ""missed payments"": 0, ""restructure percentage"": 20, ""bond value (at purchase)"": 75000, ""interest collected"": 1125.0}"
926450512,2022-10-29T00:17:39.579960+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""TechnoSpace CO.""}"
926450508,2022-10-29T00:17:39.562760+00:00,interest,750,Bond yield,"{""bond value"": ""$150000"", ""interest"": ""0.5%"", ""issuer"": ""Madeireira Cara de Pau""}"
926450505,2022-10-29T00:17:39.545402+00:00,interest,420,Bond yield,"{""bond value"": ""$60000"", ""interest"": ""0.7%"", ""issuer"": ""Communist Spies Pty Ltd""}"
926439126,2022-10-29T00:16:38.203410+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
926438717,2022-10-29T00:16:36.191702+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
926438715,2022-10-29T00:16:36.172769+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
926438683,2022-10-29T00:16:35.984690+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""McCestes SA""}"
926438678,2022-10-29T00:16:35.958544+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Olimpos AS""}"
926438386,2022-10-29T00:16:34.415573+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""sim003""}"
926438381,2022-10-29T00:16:34.391060+00:00,interest,325,Bond yield,"{""bond value"": ""$65000"", ""interest"": ""0.5%"", ""issuer"": ""KComme""}"
926404499,2022-10-29T00:13:27.317889+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Tawfeeq Industries""}"
926394450,2022-10-29T00:12:50.014291+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""Curry King""}"
926389412,2022-10-29T00:12:30.735250+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
926389400,2022-10-29T00:12:30.688320+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
926389393,2022-10-29T00:12:30.662655+00:00,interest,1875,Bond yield,"{""bond value"": ""$375000"", ""interest"": ""0.5%"", ""issuer"": ""Imperial Aeronautics Ltd.""}"
926389386,2022-10-29T00:12:30.633737+00:00,interest,550,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.6%"", ""issuer"": ""Tadif Co Ltd""}"
926389260,2022-10-29T00:12:30.152308+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
926389254,2022-10-29T00:12:30.131724+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""BestOfIndustries""}"
926389249,2022-10-29T00:12:30.112665+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
926348258,2022-10-29T00:09:57.857237+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
926348254,2022-10-29T00:09:57.845728+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
926348237,2022-10-29T00:09:57.795657+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Williams Ltda""}"
926347983,2022-10-29T00:09:57.050333+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
926083319,2022-10-28T22:35:19.282335+00:00,production,-38112,Production of High grade e-comps,"{""amount"": 176, ""price"": ""$548.81"", ""quality"": 2}"
925563039,2022-10-28T14:30:11.400547+00:00,fees,-167,Market fees selling Electronics research,{}
925563038,2022-10-28T14:30:11.393999+00:00,market,5550,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 15, ""quality"": 0, ""price"": ""$370.00"", ""buyer"": ""Alpac Ltd"", ""profit"": 1643}"
925540674,2022-10-28T14:10:58.255108+00:00,production,-434,Production of Processors,"{""amount"": 10, ""price"": ""$80.06"", ""quality"": 0}"
925540161,2022-10-28T14:10:34.003660+00:00,production,-448,Production of Golden bars,"{""amount"": 31, ""price"": ""$4279.55"", ""quality"": 2}"
925539749,2022-10-28T14:10:10.179557+00:00,production,-12197,Production of Plastic,"{""amount"": 4990, ""price"": ""$9.24"", ""quality"": 1}"
925233620,2022-10-28T09:05:29.936477+00:00,fees,-200,Market fees selling Electronics research,{}
925233619,2022-10-28T09:05:29.933697+00:00,market,6660,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 18, ""quality"": 0, ""price"": ""$370.00"", ""buyer"": ""Modern Farm Ostrava"", ""profit"": 1972}"
924942590,2022-10-28T04:01:08.053836+00:00,contract,156000,Plastic contract signed by Gokul Dham,"{""quantity"": 15000, ""quality"": 1, ""price"": ""$10.400"", ""profit"": ""$21075.85""}"
924914271,2022-10-28T03:31:46.218483+00:00,taxes,-7068,Accounting overhead,"{""Cash"": ""$933,529"", ""Investment in bonds"": ""$3,480,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$7,068""}"
924905042,2022-10-28T03:24:01.046540+00:00,market,75200,Quadcopter market order filled,"{""resource"": ""Quadcopter"", ""amount"": 94, ""quality"": 0, ""price"": ""$800.00"", ""buyer"": ""Tomelilla cargo"", ""profit"": 15722}"
924898996,2022-10-28T03:15:44.038842+00:00,market,32000,Quadcopter market order partially filled,"{""resource"": ""Quadcopter"", ""amount"": 40, ""quality"": 0, ""price"": ""$800.00"", ""buyer"": ""Multimarca Colombia"", ""profit"": ""$6690"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
924881741,2022-10-28T02:52:34.644991+00:00,fees,-3696,Market fees selling Quadcopter,"{""remaining_fees"": ""$0""}"
924881740,2022-10-28T02:52:34.642106+00:00,market,16000,Quadcopter market order partially filled,"{""resource"": ""Quadcopter"", ""amount"": 20, ""quality"": 0, ""price"": ""$800.00"", ""buyer"": ""Granillo Enterprises"", ""profit"": ""$-350"", ""fees"": ""$3696"", ""remaining_fees"": ""$0""}"
924863955,2022-10-28T02:25:31.277041+00:00,fees,-308,Market fees selling Electronics research,{}
924863954,2022-10-28T02:25:31.275386+00:00,market,10248,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 28, ""quality"": 0, ""price"": ""$366.00"", ""buyer"": ""CLEXDA ENTERPRISE"", ""profit"": 2959}"
924855589,2022-10-28T02:14:31.614337+00:00,bonds,-100000,Investment in bonds,"{""amount"": 20, ""bond issuer"": ""TechnoSpace CO."", ""interest"": ""0.5%"", ""restructure on default"": ""24%""}"
924855538,2022-10-28T02:14:29.166014+00:00,bonds,-150000,Investment in bonds,"{""amount"": 30, ""bond issuer"": ""Madeireira Cara de Pau"", ""interest"": ""0.5%"", ""restructure on default"": ""24%""}"
924855479,2022-10-28T02:14:24.215651+00:00,bonds,-125000,Investment in bonds,"{""amount"": 25, ""bond issuer"": ""Tawfeeq Industries"", ""interest"": ""0.5%"", ""restructure on default"": ""24%""}"
924855336,2022-10-28T02:14:13.232973+00:00,bonds,-60000,Investment in bonds,"{""amount"": 12, ""bond issuer"": ""Communist Spies Pty Ltd"", ""interest"": ""0.7%"", ""restructure on default"": ""36%""}"
924853702,2022-10-28T02:12:16.533787+00:00,production,-22558,Production of Chemicals,"{""amount"": 11155, ""price"": ""$13.36"", ""quality"": 2}"
924853568,2022-10-28T02:12:05.908106+00:00,market,-126010,Bought Minerals on market,"{""amount"": 11151, ""price"": ""$11.30"", ""seller(s)"": ""POCHONG EXPRESS, Integrity Sales Inc., RajBapa, TWR124 Enterprises""}"
924853193,2022-10-28T02:11:38.927002+00:00,production,-52525,Production of Plastic,"{""amount"": 21490, ""price"": ""$9.24"", ""quality"": 1}"
924853123,2022-10-28T02:11:32.783607+00:00,market,-157556,Bought Crude oil on market,"{""amount"": 5296, ""price"": ""$29.75"", ""seller(s)"": ""Ownin Tech""}"
924762558,2022-10-28T00:16:20.930861+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""sim003""}"
924762553,2022-10-28T00:16:20.916088+00:00,interest,325,Bond yield,"{""bond value"": ""$65000"", ""interest"": ""0.5%"", ""issuer"": ""KComme""}"
924755854,2022-10-28T00:15:58.379329+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
924755847,2022-10-28T00:15:58.361500+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
924755806,2022-10-28T00:15:58.255475+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Williams Ltda""}"
924755354,2022-10-28T00:15:56.823438+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
924753326,2022-10-28T00:15:50.468447+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
924752735,2022-10-28T00:15:48.499379+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
924752731,2022-10-28T00:15:48.481606+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
924752669,2022-10-28T00:15:48.274131+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""McCestes SA""}"
924752663,2022-10-28T00:15:48.258034+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Olimpos AS""}"
924725488,2022-10-28T00:14:30.762983+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""Curry King""}"
924719168,2022-10-28T00:14:15.281875+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
924719157,2022-10-28T00:14:15.253827+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
924719150,2022-10-28T00:14:15.235705+00:00,interest,1875,Bond yield,"{""bond value"": ""$375000"", ""interest"": ""0.5%"", ""issuer"": ""Imperial Aeronautics Ltd.""}"
924719145,2022-10-28T00:14:15.221125+00:00,interest,550,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.6%"", ""issuer"": ""Tadif Co Ltd""}"
924718970,2022-10-28T00:14:14.856479+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
924718964,2022-10-28T00:14:14.843585+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""BestOfIndustries""}"
924718959,2022-10-28T00:14:14.830630+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
924259341,2022-10-27T20:14:15.095659+00:00,fees,-1302,Market fees selling On-board computer,{}
924259340,2022-10-27T20:14:15.090904+00:00,market,43392,On-board computer market order filled,"{""resource"": ""On-board computer"", ""amount"": 96, ""quality"": 0, ""price"": ""$452.00"", ""buyer"": ""JPMorgan Co"", ""profit"": 7434}"
924019997,2022-10-27T16:53:51.931699+00:00,fees,-763,Market fees selling Quadcopter,{}
924019996,2022-10-27T16:53:51.929695+00:00,market,25420,Quadcopter market order filled,"{""resource"": ""Quadcopter"", ""amount"": 31, ""quality"": 0, ""price"": ""$820.00"", ""buyer"": ""DMI Enterprises"", ""profit"": 5042}"
923918619,2022-10-27T15:22:31.171309+00:00,fees,-79,Market fees selling Electronics research,{}
923918618,2022-10-27T15:22:31.168134+00:00,market,2604,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 7, ""quality"": 0, ""price"": ""$372.00"", ""buyer"": ""Chema GmbH und Co KG"", ""profit"": 779}"
923818790,2022-10-27T13:53:32.307327+00:00,contract,156000,Plastic contract signed by Gokul Dham,"{""quantity"": 15000, ""quality"": 1, ""price"": ""$10.400"", ""profit"": ""$21400.98""}"
923785597,2022-10-27T13:22:01.543705+00:00,market,28670,Methane market order filled,"{""resource"": ""Methane"", ""amount"": 1448, ""quality"": 1, ""price"": ""$19.80"", ""buyer"": ""East Empire Trading Co"", ""profit"": 6990}"
923769037,2022-10-27T13:06:08.596536+00:00,market,18870,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 51, ""quality"": 0, ""price"": ""$370.00"", ""buyer"": ""Blue Dot Inc."", ""profit"": 6155}"
923768064,2022-10-27T13:05:20.982666+00:00,fees,-733,Market fees selling Electronics research,"{""remaining_fees"": ""$0""}"
923768063,2022-10-27T13:05:20.979749+00:00,market,5550,Electronics research market order partially filled,"{""resource"": ""Electronics research"", ""amount"": 15, ""quality"": 0, ""price"": ""$370.00"", ""buyer"": ""takodachi"", ""profit"": ""$1077"", ""fees"": ""$733"", ""remaining_fees"": ""$0""}"
923766269,2022-10-27T13:03:46.777718+00:00,fees,-3189,Market fees selling Rocket fuel,{}
923766268,2022-10-27T13:03:46.774539+00:00,market,106290,Rocket fuel market order filled,"{""resource"": ""Rocket fuel"", ""amount"": 3543, ""quality"": 1, ""price"": ""$30.00"", ""buyer"": ""MAKESHIFT SOLUTIONS"", ""profit"": 22817}"
923763939,2022-10-27T13:01:35.540744+00:00,fees,-1455,Market fees selling Methane,"{""remaining_fees"": ""$0""}"
923763938,2022-10-27T13:01:35.528968+00:00,market,19800,Methane market order partially filled,"{""resource"": ""Methane"", ""amount"": 1000, ""quality"": 1, ""price"": ""$19.80"", ""buyer"": ""Brite Mart"", ""profit"": ""$3372"", ""fees"": ""$1455"", ""remaining_fees"": ""$0""}"
923761064,2022-10-27T12:58:50.687062+00:00,production,-39437,Production of Quadcopter,"{""amount"": 675, ""price"": ""$632.74"", ""quality"": 0}"
923760738,2022-10-27T12:58:33.071385+00:00,production,-20654,Production of Electronic components,"{""amount"": 2146, ""price"": ""$46.57"", ""quality"": 1}"
923760560,2022-10-27T12:58:22.916289+00:00,market,-48798,Bought Silicon on market,"{""amount"": 6437, ""price"": ""$7.58"", ""seller(s)"": ""Dodol Ltd, Microtechnologic""}"
923760267,2022-10-27T12:58:04.392752+00:00,production,-13125,Production of Plastic,"{""amount"": 5370, ""price"": ""$9.16"", ""quality"": 1}"
923760202,2022-10-27T12:58:00.619570+00:00,market,-28763,Bought Crude oil on market,"{""amount"": 978, ""price"": ""$29.41"", ""seller(s)"": ""Balcan Energy, Duck.Inc""}"
923759788,2022-10-27T12:57:32.783696+00:00,production,-37679,Production of Processors,"{""amount"": 870, ""price"": ""$79.99"", ""quality"": 0}"
923752512,2022-10-27T12:49:54.050490+00:00,production,-22539,Production of Silicon,"{""amount"": 8025, ""price"": ""$5.64"", ""quality"": 1}"
923751876,2022-10-27T12:49:17.142659+00:00,market,-58,Bought Sand on market,"{""amount"": 50, ""price"": ""$1.16"", ""seller(s)"": ""Vossenberger Energie Gruppe""}"
923751825,2022-10-27T12:49:12.571657+00:00,market,-18560,Bought Sand on market,"{""amount"": 16000, ""price"": ""$1.16"", ""seller(s)"": ""Vossenberger Energie Gruppe""}"
923748247,2022-10-27T12:45:24.585333+00:00,production,-67682,Production of Power,"{""amount"": 401638, ""price"": ""$0.17"", ""quality"": 2}"
923748021,2022-10-27T12:45:09.047637+00:00,production,-67682,Production of Power,"{""amount"": 401638, ""price"": ""$0.17"", ""quality"": 2}"
923747895,2022-10-27T12:45:01.377089+00:00,production,-37601,Production of Water,"{""amount"": 168170, ""price"": ""$0.26"", ""quality"": 1}"
923746642,2022-10-27T12:43:41.651758+00:00,production,-28165,Production of Methane,"{""amount"": 2446, ""price"": ""$14.92"", ""quality"": 1}"
923746433,2022-10-27T12:43:28.645031+00:00,production,-15041,Production of Gold ore,"{""amount"": 2449, ""price"": ""$20.28"", ""quality"": 1}"
923746219,2022-10-27T12:43:16.376137+00:00,production,-31911,Production of Electronics research,"{""amount"": 128, ""price"": ""$249.30"", ""quality"": 0}"
923746108,2022-10-27T12:43:08.176086+00:00,production,-15037,Production of Gold ore,"{""amount"": 1822, ""price"": ""$22.39"", ""quality"": 1}"
923272525,2022-10-27T04:22:18.489387+00:00,production,-2166,Production of Processors,"{""amount"": 50, ""price"": ""$80.00"", ""quality"": 0}"
923209756,2022-10-27T03:31:29.150530+00:00,taxes,-8142,Accounting overhead,"{""Cash"": ""$1,148,202"", ""Investment in bonds"": ""$3,480,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$8,142""}"
923131999,2022-10-27T01:44:04.948998+00:00,production,-2166,Production of Processors,"{""amount"": 50, ""price"": ""$87.50"", ""quality"": 0}"
923131937,2022-10-27T01:44:00.593913+00:00,market,-1493,Bought Silicon on market,"{""amount"": 199, ""price"": ""$7.50"", ""seller(s)"": ""Garrow enterprises inc""}"
923131521,2022-10-27T01:43:29.826531+00:00,production,-22469,Production of Silicon,"{""amount"": 8000, ""price"": ""$5.62"", ""quality"": 1}"
923131213,2022-10-27T01:43:03.155951+00:00,market,-18400,Bought Sand on market,"{""amount"": 16000, ""price"": ""$1.15"", ""seller(s)"": ""Richards Mx""}"
923130103,2022-10-27T01:41:31.301246+00:00,production,-26263,Production of Plastic,"{""amount"": 10745, ""price"": ""$9.03"", ""quality"": 1}"
923129905,2022-10-27T01:41:14.367517+00:00,market,-57367,Bought Crude oil on market,"{""amount"": 2000, ""price"": ""$28.68"", ""seller(s)"": ""BrightToro, RichyRichCo""}"
923070809,2022-10-27T00:19:55.952613+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""Curry King""}"
923068312,2022-10-27T00:19:39.657000+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
923068306,2022-10-27T00:19:39.623211+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
923068303,2022-10-27T00:19:39.606869+00:00,interest,1875,Bond yield,"{""bond value"": ""$375000"", ""interest"": ""0.5%"", ""issuer"": ""Imperial Aeronautics Ltd.""}"
923068300,2022-10-27T00:19:39.589186+00:00,interest,550,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.6%"", ""issuer"": ""Tadif Co Ltd""}"
923068224,2022-10-27T00:19:39.120403+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
923068220,2022-10-27T00:19:39.103106+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""BestOfIndustries""}"
923068216,2022-10-27T00:19:39.084633+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
923063750,2022-10-27T00:19:10.760982+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
923063746,2022-10-27T00:19:10.742278+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
923063717,2022-10-27T00:19:10.551255+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Williams Ltda""}"
923063332,2022-10-27T00:19:08.237691+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
923023597,2022-10-27T00:15:42.645996+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""sim003""}"
923023592,2022-10-27T00:15:42.625336+00:00,interest,325,Bond yield,"{""bond value"": ""$65000"", ""interest"": ""0.5%"", ""issuer"": ""KComme""}"
922932616,2022-10-27T00:09:18.038628+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
922932137,2022-10-27T00:09:16.673143+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
